tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status
1413412,obijime,0,5834,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/obijime,ok
1555383,fur-trimmed_headwear,0,5830,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/fur-trimmed_headwear,ok
1285261,pink_necktie,0,5800,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/pink_necktie,ok
673216,toeless_footwear,0,5797,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/toeless_footwear,ok
473292,blue_socks,0,5750,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/blue_socks,ok
675901,frilled_hat,0,5727,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/frilled_hat,ok
547742,open_hands,0,5722,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/open_hands,ok
1632773,heart-shaped_chocolate,0,5627,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/heart-shaped_chocolate,ok
494868,black_cloak,0,5610,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/black_cloak,ok
473251,print_thighhighs,0,5527,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/print_thighhighs,ok
517481,winter_coat,0,5519,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/winter_coat,ok
1406853,serval_print,0,5512,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/serval_print,ok
1437532,two-tone_jacket,0,5478,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/two-tone_jacket,ok
500990,torn_dress,0,5397,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/torn_dress,ok
1373278,black_ascot,0,5391,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/black_ascot,ok
1770615,red_gemstone,0,5356,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/red_gemstone,not_found
2006749,unworn_jacket,0,5338,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/unworn_jacket,ok
1235097,blood_on_weapon,0,5307,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/blood_on_weapon,ok
548543,arm_hair,0,5299,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/arm_hair,ok
1400488,pink_neckerchief,0,5280,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/pink_neckerchief,ok
1291900,yellow_fur,0,5235,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/yellow_fur,ok
394795,baggy_pants,0,5225,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/baggy_pants,ok
2006753,unworn_mask,0,5210,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/unworn_mask,ok
1341593,bandaged_hand,0,5202,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/bandaged_hand,ok
1396558,frilled_hair_tubes,0,5180,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/frilled_hair_tubes,ok
1582503,scar_on_chest,0,5159,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/scar_on_chest,ok
1528415,roswaal_mansion_maid_uniform,0,5137,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/roswaal_mansion_maid_uniform,ok
1636976,footwear_bow,0,5112,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/footwear_bow,ok
667663,elbow_rest,0,5076,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/elbow_rest,ok
1477193,lightning_bolt_symbol,0,5075,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/lightning_bolt_symbol,ok
570382,hands_in_hair,0,5042,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/hands_in_hair,ok
1950723,unconventional_maid,0,5031,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/unconventional_maid,ok
663513,brown_bag,0,5027,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/brown_bag,ok
1376523,weibo_username,0,5026,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/weibo_username,ok
492359,towel_on_head,0,5009,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/towel_on_head,ok
1670357,furry_with_non-furry,0,5004,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/furry_with_non-furry,ok
1320211,orange_bowtie,0,4977,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/orange_bowtie,ok
1524489,looking_at_object,0,4968,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/looking_at_object,ok
1794320,bow-shaped_hair,0,4948,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/bow-shaped_hair,ok
716981,holding_own_arm,0,4851,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/holding_own_arm,ok
1229660,multiple_horns,0,4828,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/multiple_horns,ok
374379,hairy,0,4805,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/hairy,ok
644588,long_eyelashes,0,4797,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/long_eyelashes,ok
1376935,blue_ascot,0,4768,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/blue_ascot,ok
540428,arm_around_shoulder,0,4724,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/arm_around_shoulder,ok
652486,v-fin,0,4722,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/v-fin,ok
1219136,hand_on_own_arm,0,4705,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/hand_on_own_arm,ok
1619425,crescent_pin,0,4699,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/crescent_pin,ok
403942,earpiece,0,4689,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/earpiece,ok
474982,white_robe,0,4678,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_robe,ok
461372,mobile_suit,0,4662,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/mobile_suit,ok
507697,purple_pantyhose,0,4659,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/purple_pantyhose,ok
1489840,white_horns,0,4659,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_horns,ok
636788,frilled_pillow,0,4633,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/frilled_pillow,ok
468460,torn_skirt,0,4619,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/torn_skirt,ok
1141250,black_fur,0,4595,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/black_fur,ok
1437301,black_bag,0,4563,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/black_bag,ok
1385010,kissing_cheek,0,4559,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/kissing_cheek,ok
1582500,scar_on_arm,0,4557,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/scar_on_arm,ok
1258092,ribbon-trimmed_legwear,0,4541,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/ribbon-trimmed_legwear,ok
1411341,hooded_capelet,0,4538,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/hooded_capelet,ok
1421703,small_horns,0,4517,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/small_horns,ok
